brand,perfume,type,category,target_audience,longevity,longevity_clean,rating,description,mood,occasion
Dolce & Gabbana,Light Blue Forever EDP,EDP,Fruity Floral,Female,Strong,Strong,4.0,Light Blue Forever EDP by Dolce & Gabbana is a EDP perfume designed for Female. It belongs to the Fruity Floral category and has Strong longevity.,"sweet, cheerful","daytime, brunch"
Dolce & Gabbana,Pour Homme EDT,EDT,Woody Aromatic,Male,Strong,Strong,4.0,Pour Homme EDT by Dolce & Gabbana is a EDT perfume designed for Male. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Dolce & Gabbana,Pour Homme Intenso EDP,EDP,Woody Aromatic,Male,Strong,Strong,4.0,Pour Homme Intenso EDP by Dolce & Gabbana is a EDP perfume designed for Male. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Dolce & Gabbana,The One for Men EDP,EDP,Amber Spicy,Male,Medium,Medium,3.0,The One for Men EDP by Dolce & Gabbana is a EDP perfume designed for Male. It belongs to the Amber Spicy category and has Medium longevity.,,
Dolce & Gabbana,The One for Men EDP Intense,EDP,Amber Spicy,Male,Strong,Strong,4.0,The One for Men EDP Intense by Dolce & Gabbana is a EDP perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Dolce & Gabbana,The One for Men Parfum,Parfum,Amber Spicy,Male,Strong,Strong,4.0,The One for Men Parfum by Dolce & Gabbana is a Parfum perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Dolce & Gabbana,K by Dolce&Gabbana EDP,EDP,Woody Spicy,Male,Medium,Medium,3.0,K by Dolce&Gabbana EDP by Dolce & Gabbana is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Dolce & Gabbana,K by Dolce&Gabbana Intenso EDP,EDP,Woody Spicy,Male,Strong,Strong,4.0,K by Dolce&Gabbana Intenso EDP by Dolce & Gabbana is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Dolce & Gabbana,Light Blue Pour Homme EDT,EDT,Fruity Aromatic,Male,Medium,Medium,3.0,Light Blue Pour Homme EDT by Dolce & Gabbana is a EDT perfume designed for Male. It belongs to the Fruity Aromatic category and has Medium longevity.,,
Dolce & Gabbana,Light Blue Intense Pour Homme EDP,EDP,Fruity Aromatic,Male,Strong,Strong,4.0,Light Blue Intense Pour Homme EDP by Dolce & Gabbana is a EDP perfume designed for Male. It belongs to the Fruity Aromatic category and has Strong longevity.,,
Azzaro,Chrome EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Intense EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Intense EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Aqua EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Aqua EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Extreme EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Extreme EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Azure EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Azure EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Legend EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Legend EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Sport EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Sport EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Pure EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Pure EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome United EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome United EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Chrome Pure Sport EDT,EDT,Aromatic Fougere,Unisex,Medium,Medium,3.0,Chrome Pure Sport EDT by Azzaro is a EDT perfume designed for Unisex. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Azzaro,Wanted EDT,EDT,Woody Spicy,Male,Medium,Medium,3.0,Wanted EDT by Azzaro is a EDT perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Azzaro,Wanted by Night EDT,EDT,Woody Spicy,Male,Strong,Strong,4.0,Wanted by Night EDT by Azzaro is a EDT perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Azzaro,Wanted Eau de Parfum EDP,EDP,Woody Spicy,Male,Medium,Medium,3.0,Wanted Eau de Parfum EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Azzaro,Wanted Freeride EDT,EDT,Woody Spicy,Male,Medium,Medium,3.0,Wanted Freeride EDT by Azzaro is a EDT perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Azzaro,Wanted Tonic EDT,EDT,Citrus Aromatic,Male,Medium,Medium,3.0,Wanted Tonic EDT by Azzaro is a EDT perfume designed for Male. It belongs to the Citrus Aromatic category and has Medium longevity.,,
Azzaro,The Most Wanted Parfum,Parfum,Amber Spicy,Male,Strong,Strong,4.0,The Most Wanted Parfum by Azzaro is a Parfum perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Azzaro,The Most Wanted Intense EDP,EDP,Amber Spicy,Male,Very Strong,Very Strong,5.0,The Most Wanted Intense EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Amber Spicy category and has Very Strong longevity.,,
Azzaro,The Most Wanted Eau de Parfum EDP,EDP,Amber Spicy,Male,Strong,Strong,4.0,The Most Wanted Eau de Parfum EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Azzaro,Forever Wanted Elixir EDP,EDP,Amber Woody,Male,Strong,Strong,4.0,Forever Wanted Elixir EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Amber Woody category and has Strong longevity.,,
Azzaro,Pour Homme EDT,EDT,Woody Aromatic,Male,Medium,Medium,3.0,Pour Homme EDT by Azzaro is a EDT perfume designed for Male. It belongs to the Woody Aromatic category and has Medium longevity.,"relaxing, grounded","casual, work"
Azzaro,Pour Homme Intense EDP,EDP,Woody Aromatic,Male,Strong,Strong,4.0,Pour Homme Intense EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Azzaro,Pour Homme Edition Noire EDP,EDP,Woody Aromatic,Male,Strong,Strong,4.0,Pour Homme Edition Noire EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Azzaro,Pour Elle EDP,EDP,Floriental,Female,Medium,Medium,3.0,Pour Elle EDP by Azzaro is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Pour Elle L'Eau Tres Belle EDT,EDT,Floriental,Female,Medium,Medium,3.0,Pour Elle L'Eau Tres Belle EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Pour Elle L'Eau Tres Florale EDT,EDT,Floriental,Female,Medium,Medium,3.0,Pour Elle L'Eau Tres Florale EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Mademoiselle EDT,EDT,Floriental,Female,Medium,Medium,3.0,Mademoiselle EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Mademoiselle L'Eau Tres Belle EDT,EDT,Floriental,Female,Medium,Medium,3.0,Mademoiselle L'Eau Tres Belle EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Mademoiselle L'Eau Tres Florale EDT,EDT,Floriental,Female,Medium,Medium,3.0,Mademoiselle L'Eau Tres Florale EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Hot Pepper EDT,EDT,Spicy,Female,Medium,Medium,3.0,Hot Pepper EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Spicy category and has Medium longevity.,,
Azzaro,Fun EDT,EDT,Floriental,Female,Medium,Medium,3.0,Fun EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Visit for Men EDT,EDT,Woody Spicy,Male,Medium,Medium,3.0,Visit for Men EDT by Azzaro is a EDT perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Azzaro,Visit for Women EDT,EDT,Floriental,Female,Medium,Medium,3.0,Visit for Women EDT by Azzaro is a EDT perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Azzaro,Decibel EDT,EDT,Woody Spicy,Male,Medium,Medium,3.0,Decibel EDT by Azzaro is a EDT perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Azzaro,Elixir EDP,EDP,Amber Spicy,Male,Strong,Strong,4.0,Elixir EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Azzaro,Forever Wanted Elixir EDP,EDP,Amber Woody,Male,Strong,Strong,4.0,Forever Wanted Elixir EDP by Azzaro is a EDP perfume designed for Male. It belongs to the Amber Woody category and has Strong longevity.,,
Al Haramain,Detour Noir,EDP,Amber Woody,Unisex,6–8 hours,Medium,4.0,Detour Noir by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Woody category and has Medium longevity.,,
Al Haramain,Detour Eco,EDP,Woody Spicy,Unisex,6–8 hours,Medium,4.0,Detour Eco by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Al Haramain,Detour Rouge,EDP,Amber Spicy,Unisex,6–8 hours,Medium,4.0,Detour Rouge by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Spicy category and has Medium longevity.,,
Al Haramain,Detour Exclusif,EDP,Woody Spicy,Unisex,6–8 hours,Medium,4.0,Detour Exclusif by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Al Haramain,L'Aventure,EDP,Citrus Woody,Men,6–8 hours,Medium,4.0,L'Aventure by Al Haramain is a EDP perfume designed for Men. It belongs to the Citrus Woody category and has Medium longevity.,,
Al Haramain,L'Aventure Intense,EDP,Woody Spicy,Men,6–8 hours,Medium,4.0,L'Aventure Intense by Al Haramain is a EDP perfume designed for Men. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Al Haramain,L'Aventure Blanche,EDP,Floral Woody,Women,6–8 hours,Medium,4.0,L'Aventure Blanche by Al Haramain is a EDP perfume designed for Women. It belongs to the Floral Woody category and has Medium longevity.,,
Al Haramain,L'Aventure Femme,EDP,Floriental,Women,6–8 hours,Medium,4.0,L'Aventure Femme by Al Haramain is a EDP perfume designed for Women. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Al Haramain,L'Aventure Knight,EDP,Woody Aromatic,Men,6–8 hours,Medium,4.0,L'Aventure Knight by Al Haramain is a EDP perfume designed for Men. It belongs to the Woody Aromatic category and has Medium longevity.,"relaxing, grounded","casual, work"
Al Haramain,L'Aventure Gold,EDP,Floriental,Women,6–8 hours,Medium,4.0,L'Aventure Gold by Al Haramain is a EDP perfume designed for Women. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Al Haramain,Amber Oud Gold Edition,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud White Edition,EDP,Floriental,Unisex,Medium,Medium,3.0,Amber Oud White Edition by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Al Haramain,Amber Oud Carbon Edition,EDP,Woody Aromatic,Unisex,Strong,Strong,4.0,Amber Oud Carbon Edition by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Al Haramain,Amber Oud Bleu Edition,EDP,Woody Spicy,Unisex,Strong,Strong,4.0,Amber Oud Bleu Edition by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Al Haramain,Amber Oud Tobacco Edition,EDP,Amber Spicy,Unisex,Strong,Strong,4.0,Amber Oud Tobacco Edition by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Spicy category and has Strong longevity.,,
Al Haramain,Amber Oud Ruby Edition,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Ruby Edition by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Dubai Night,EDP,Woody Spicy,Unisex,Medium,Medium,3.0,Amber Oud Dubai Night by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Al Haramain,Amber Oud Aqua Dubai,EDP,Woody Aquatic,Unisex,Medium,Medium,3.0,Amber Oud Aqua Dubai by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Woody Aquatic category and has Medium longevity.,,
Al Haramain,Amber Oud Gold Edition Extreme,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Extreme by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Intense,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Intense by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Limited,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Limited by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Exclusive,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Exclusive by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Supreme by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Royal,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Royal by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Classic,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Classic by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Prestige,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Prestige by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Signature,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Signature by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Elite,EDP,Amber Floral,Unisex,Strong,Strong,4.0,Amber Oud Gold Edition Elite by Al Haramain is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Limited,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Limited by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Exclusive,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Exclusive by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Royal,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Royal by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Classic,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Classic by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Prestige,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Prestige by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Signature,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Signature by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Elite,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Elite by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense Limited,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense Limited by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense Exclusive,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense Exclusive by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense Royal,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense Royal by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense Classic,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense Classic by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense Prestige,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense Prestige by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense Signature,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense Signature by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Al Haramain,Amber Oud Gold Edition Supreme Intense Elite,Extrait de Parfum,Amber Floral,Unisex,Very Strong,Very Strong,5.0,Amber Oud Gold Edition Supreme Intense Elite by Al Haramain is a Extrait de Parfum perfume designed for Unisex. It belongs to the Amber Floral category and has Very Strong longevity.,,
Creed,Aventus,EDP,Woody Fruity,Unisex,Strong,Strong,4.0,Aventus by Creed is a EDP perfume designed for Unisex. It belongs to the Woody Fruity category and has Strong longevity.,,
Creed,Aventus For Her,EDP,Floriental,Female,Strong,Strong,4.0,Aventus For Her by Creed is a EDP perfume designed for Female. It belongs to the Floriental category and has Strong longevity.,"elegant, sensual","evening, date"
Creed,Silver Mountain Water,EDP,Aromatic,Unisex,Medium,Medium,3.0,Silver Mountain Water by Creed is a EDP perfume designed for Unisex. It belongs to the Aromatic category and has Medium longevity.,,
Creed,Green Irish Tweed,EDP,Fougere,Unisex,Medium,Medium,3.0,Green Irish Tweed by Creed is a EDP perfume designed for Unisex. It belongs to the Fougere category and has Medium longevity.,,
Creed,Millésime Impérial,EDP,Fruity Floral,Unisex,Medium,Medium,3.0,Millésime Impérial by Creed is a EDP perfume designed for Unisex. It belongs to the Fruity Floral category and has Medium longevity.,"sweet, cheerful","daytime, brunch"
Creed,Original Vetiver,EDP,Woody Aromatic,Unisex,Medium,Medium,3.0,Original Vetiver by Creed is a EDP perfume designed for Unisex. It belongs to the Woody Aromatic category and has Medium longevity.,"relaxing, grounded","casual, work"
Creed,Original Santal,EDP,Woody Spicy,Unisex,Medium,Medium,3.0,Original Santal by Creed is a EDP perfume designed for Unisex. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Creed,Bois du Portugal,EDP,Woody,Unisex,Medium,Medium,3.0,Bois du Portugal by Creed is a EDP perfume designed for Unisex. It belongs to the Woody category and has Medium longevity.,"calm, earthy","casual, outdoor"
Creed,Virgin Island Water,EDP,Tropical,Unisex,Medium,Medium,3.0,Virgin Island Water by Creed is a EDP perfume designed for Unisex. It belongs to the Tropical category and has Medium longevity.,,
Creed,Tabarome,EDP,Spicy Woody,Unisex,Medium,Medium,3.0,Tabarome by Creed is a EDP perfume designed for Unisex. It belongs to the Spicy Woody category and has Medium longevity.,,
Creed,Himalaya,EDP,Aromatic,Unisex,Medium,Medium,3.0,Himalaya by Creed is a EDP perfume designed for Unisex. It belongs to the Aromatic category and has Medium longevity.,,
Creed,Viking,EDP,Spicy Woody,Unisex,Medium,Medium,3.0,Viking by Creed is a EDP perfume designed for Unisex. It belongs to the Spicy Woody category and has Medium longevity.,,
Creed,Viking Cologne,EDP,Spicy Woody,Unisex,Medium,Medium,3.0,Viking Cologne by Creed is a EDP perfume designed for Unisex. It belongs to the Spicy Woody category and has Medium longevity.,,
Creed,Love in White,EDP,Floriental,Female,Medium,Medium,3.0,Love in White by Creed is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Creed,Wind Flowers,EDP,Floriental,Female,Medium,Medium,3.0,Wind Flowers by Creed is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Creed,Spring Flower,EDP,Floriental,Female,Medium,Medium,3.0,Spring Flower by Creed is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Creed,Carmina,EDP,Floriental,Female,Medium,Medium,3.0,Carmina by Creed is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Creed,Queen of Silk,EDP,Floriental,Female,Medium,Medium,3.0,Queen of Silk by Creed is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Creed,Eladaria,EDP,Floriental,Female,Medium,Medium,3.0,Eladaria by Creed is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Creed,Absolu Aventus,EDP,Woody Fruity,Unisex,Strong,Strong,4.0,Absolu Aventus by Creed is a EDP perfume designed for Unisex. It belongs to the Woody Fruity category and has Strong longevity.,,
Creed,Royal Mayfair,EDP,Woody Floral,Unisex,Medium,Medium,3.0,Royal Mayfair by Creed is a EDP perfume designed for Unisex. It belongs to the Woody Floral category and has Medium longevity.,"soft, warm","date, dinner"
Creed,Delphinus,EDP,Amber Floral,Unisex,Medium,Medium,3.0,Delphinus by Creed is a EDP perfume designed for Unisex. It belongs to the Amber Floral category and has Medium longevity.,,
Creed,Centaurus,EDP,Amber Spicy,Unisex,Medium,Medium,3.0,Centaurus by Creed is a EDP perfume designed for Unisex. It belongs to the Amber Spicy category and has Medium longevity.,,
Creed,Oud Zarian,EDP,Woody Oriental,Unisex,Medium,Medium,3.0,Oud Zarian by Creed is a EDP perfume designed for Unisex. It belongs to the Woody Oriental category and has Medium longevity.,,
Versace,Eros Parfum,EDP,Woody Aromatic,Men,Strong,Strong,4.0,Eros Parfum by Versace is a EDP perfume designed for Men. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Versace,Eros Flame,EDP,Woody Spicy,Men,Medium,Medium,3.0,Eros Flame by Versace is a EDP perfume designed for Men. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Versace,Eros Energy,EDP,Citrus Aromatic,Men,Medium,Medium,3.0,Eros Energy by Versace is a EDP perfume designed for Men. It belongs to the Citrus Aromatic category and has Medium longevity.,,
Versace,Dylan Blue Pour Homme,EDT,Woody Aquatic,Men,Medium,Medium,3.0,Dylan Blue Pour Homme by Versace is a EDT perfume designed for Men. It belongs to the Woody Aquatic category and has Medium longevity.,,
Versace,Man Eau Fraiche,EDT,Woody Aquatic,Men,Light,Light,2.0,Man Eau Fraiche by Versace is a EDT perfume designed for Men. It belongs to the Woody Aquatic category and has Light longevity.,,
Versace,Pour Homme,EDT,Citrus Aromatic,Men,Light,Light,2.0,Pour Homme by Versace is a EDT perfume designed for Men. It belongs to the Citrus Aromatic category and has Light longevity.,,
Versace,Crystal Noir,EDT,Amber Floral,Female,Medium,Medium,3.0,Crystal Noir by Versace is a EDT perfume designed for Female. It belongs to the Amber Floral category and has Medium longevity.,,
Versace,Bright Crystal,EDP,Floriental,Female,Medium,Medium,3.0,Bright Crystal by Versace is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Versace,Yellow Diamond,EDP,Floriental,Female,Medium,Medium,3.0,Yellow Diamond by Versace is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Versace,Red Jeans,EDT,Floriental,Female,Light,Light,2.0,Red Jeans by Versace is a EDT perfume designed for Female. It belongs to the Floriental category and has Light longevity.,"elegant, sensual","evening, date"
Versace,Vanitas,EDP,Floriental,Female,Medium,Medium,3.0,Vanitas by Versace is a EDP perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Versace,L'Homme,EDT,Woody Floral,Men,Medium,Medium,3.0,L'Homme by Versace is a EDT perfume designed for Men. It belongs to the Woody Floral category and has Medium longevity.,"soft, warm","date, dinner"
